date_time,Transaction,Item,period_day,weekday_weekend
24-11-2016 10:45,1957,Bread,morning,weekday
24-11-2016 10:45,1957,Cookies,morning,weekday
24-11-2016 10:48,1958,Bread,morning,weekday
24-11-2016 10:48,1958,Sandwich,morning,weekday
24-11-2016 10:48,1958,Tea,morning,weekday
24-11-2016 10:51,1959,Bread,morning,weekday
24-11-2016 10:59,1960,Tea,morning,weekday
24-11-2016 10:59,1960,Coffee,morning,weekday
24-11-2016 10:59,1960,Cake,morning,weekday
24-11-2016 11:03,1961,Bread,morning,weekday
24-11-2016 11:05,1962,Hot chocolate,morning,weekday
24-11-2016 11:05,1962,Brownie,morning,weekday
24-11-2016 11:34,1963,Bread,morning,weekday
24-11-2016 11:39,1964,Tea,morning,weekday
24-11-2016 11:39,1964,Coffee,morning,weekday
24-11-2016 11:46,1965,Coffee,morning,weekday
24-11-2016 11:46,1965,Cake,morning,weekday
24-11-2016 11:57,1966,The Nomad,morning,weekday
24-11-2016 11:57,1966,Bread,morning,weekday
24-11-2016 11:57,1966,Tea,morning,weekday
24-11-2016 12:05,1967,Coffee,afternoon,weekday
24-11-2016 12:05,1967,Smoothies,afternoon,weekday
24-11-2016 12:18,1968,Bread,afternoon,weekday
24-11-2016 12:20,1969,Bread,afternoon,weekday
24-11-2016 12:35,1970,Coffee,afternoon,weekday
24-11-2016 12:35,1970,Bread,afternoon,weekday
24-11-2016 12:54,1971,Coffee,afternoon,weekday
24-11-2016 12:54,1971,Cake,afternoon,weekday
24-11-2016 12:57,1972,Fudge,afternoon,weekday
24-11-2016 12:57,1972,Coffee,afternoon,weekday
24-11-2016 12:57,1972,Coffee,afternoon,weekday
24-11-2016 12:57,1972,Sandwich,afternoon,weekday
24-11-2016 13:12,1973,Brownie,afternoon,weekday
24-11-2016 13:23,1974,Bread,afternoon,weekday
24-11-2016 13:23,1974,Sandwich,afternoon,weekday
24-11-2016 13:28,1975,Coffee,afternoon,weekday
24-11-2016 13:29,1976,Bread,afternoon,weekday
24-11-2016 13:29,1976,Brownie,afternoon,weekday
24-11-2016 13:31,1977,Sandwich,afternoon,weekday
24-11-2016 13:39,1978,Coffee,afternoon,weekday
24-11-2016 13:39,1978,Sandwich,afternoon,weekday
24-11-2016 13:39,1978,Hearty & Seasonal,afternoon,weekday
24-11-2016 13:58,1979,Coffee,afternoon,weekday
24-11-2016 13:58,1980,Tea,afternoon,weekday
24-11-2016 13:58,1980,Cake,afternoon,weekday
24-11-2016 14:18,1981,Coffee,afternoon,weekday
24-11-2016 14:18,1981,Bread,afternoon,weekday
24-11-2016 14:19,1982,Coffee,afternoon,weekday
24-11-2016 14:19,1982,Sandwich,afternoon,weekday
24-11-2016 14:32,1983,Coffee,afternoon,weekday
24-11-2016 14:35,1984,Cake,afternoon,weekday
24-11-2016 14:52,1985,Coffee,afternoon,weekday
24-11-2016 14:52,1985,Alfajores,afternoon,weekday
24-11-2016 14:53,1986,Coffee,afternoon,weekday
24-11-2016 14:53,1986,Cake,afternoon,weekday
24-11-2016 14:58,1987,Tea,afternoon,weekday
24-11-2016 14:58,1987,Tea,afternoon,weekday
24-11-2016 15:17,1988,Bread,afternoon,weekday
24-11-2016 15:30,1989,Tea,afternoon,weekday
24-11-2016 15:30,1989,Cake,afternoon,weekday
24-11-2016 15:33,1990,Brownie,afternoon,weekday
24-11-2016 15:33,1990,Alfajores,afternoon,weekday
24-11-2016 16:00,1991,Hack the stack,afternoon,weekday
24-11-2016 16:00,1991,Art Tray,afternoon,weekday
24-11-2016 16:00,1991,Coffee,afternoon,weekday
24-11-2016 16:09,1992,Tea,afternoon,weekday
24-11-2016 16:32,1993,Coffee,afternoon,weekday
24-11-2016 16:32,1993,Cake,afternoon,weekday
24-11-2016 16:49,1994,Coffee,afternoon,weekday
24-11-2016 16:49,1994,Coke,afternoon,weekday
24-11-2016 17:02,1995,Hack the stack,evening,weekday
24-11-2016 17:02,1995,My-5 Fruit Shoot,evening,weekday
24-11-2016 17:02,1995,Tea,evening,weekday
24-11-2016 17:02,1995,Art Tray,evening,weekday
24-11-2016 17:10,1996,Ella's Kitchen Pouches,evening,weekday
25-11-2016 08:08,1997,Coffee,morning,weekday
25-11-2016 08:08,1997,Medialuna,morning,weekday
25-11-2016 08:52,1998,Coffee,morning,weekday
25-11-2016 09:04,1999,Coffee,morning,weekday
25-11-2016 09:04,1999,Coffee,morning,weekday
25-11-2016 09:09,2000,Coffee,morning,weekday
25-11-2016 09:09,2000,Bread,morning,weekday
25-11-2016 09:10,2001,Coffee,morning,weekday
25-11-2016 09:10,2001,Medialuna,morning,weekday
25-11-2016 09:21,2002,Coffee,morning,weekday
25-11-2016 09:29,2003,Coffee,morning,weekday
25-11-2016 09:31,2004,Coffee,morning,weekday
25-11-2016 09:31,2004,Pastry,morning,weekday
25-11-2016 09:31,2004,Bread,morning,weekday
25-11-2016 09:35,2005,Bread,morning,weekday
25-11-2016 09:35,2005,Coffee,morning,weekday
25-11-2016 09:36,2006,Bread,morning,weekday
25-11-2016 09:44,2007,Keeping It Local,morning,weekday
25-11-2016 09:44,2007,Coffee,morning,weekday
25-11-2016 09:44,2007,Bread,morning,weekday
25-11-2016 09:50,2008,Coffee,morning,weekday
25-11-2016 09:51,2009,Coffee,morning,weekday
25-11-2016 09:51,2009,Coffee,morning,weekday
25-11-2016 09:55,2010,Keeping It Local,morning,weekday
25-11-2016 09:55,2010,Tea,morning,weekday
25-11-2016 09:55,2010,Brownie,morning,weekday
25-11-2016 09:55,2010,Bread,morning,weekday
25-11-2016 09:57,2011,Coffee,morning,weekday
25-11-2016 09:57,2011,Pastry,morning,weekday
25-11-2016 09:59,2012,Bread,morning,weekday
25-11-2016 10:05,2013,Coffee,morning,weekday
25-11-2016 10:05,2013,Cake,morning,weekday
25-11-2016 10:13,2014,Coffee,morning,weekday
25-11-2016 10:13,2014,Keeping It Local,morning,weekday
25-11-2016 10:15,2015,Coffee,morning,weekday
25-11-2016 10:28,2016,Bread,morning,weekday
25-11-2016 10:28,2016,Medialuna,morning,weekday
25-11-2016 10:38,2017,Bread,morning,weekday
25-11-2016 10:38,2017,Focaccia,morning,weekday
25-11-2016 10:41,2018,Medialuna,morning,weekday
25-11-2016 10:41,2018,Coffee,morning,weekday
25-11-2016 10:44,2019,Bread,morning,weekday
25-11-2016 10:49,2020,Coffee,morning,weekday
25-11-2016 10:49,2020,Coffee,morning,weekday
25-11-2016 10:59,2021,Coffee,morning,weekday
25-11-2016 11:00,2022,Bread,morning,weekday
25-11-2016 11:05,2023,Farm House,morning,weekday
25-11-2016 11:06,2024,Coffee,morning,weekday
25-11-2016 11:06,2024,Pastry,morning,weekday
25-11-2016 11:39,2025,Cookies,morning,weekday
25-11-2016 11:39,2025,Juice,morning,weekday
25-11-2016 11:39,2025,Tea,morning,weekday
25-11-2016 11:39,2025,Alfajores,morning,weekday
25-11-2016 11:40,2026,Coffee,morning,weekday
25-11-2016 11:40,2026,Alfajores,morning,weekday
25-11-2016 11:48,2027,Coffee,morning,weekday
25-11-2016 11:48,2027,Sandwich,morning,weekday
25-11-2016 12:09,2028,Coffee,afternoon,weekday
25-11-2016 12:10,2029,Coffee,afternoon,weekday
25-11-2016 12:10,2029,Coffee,afternoon,weekday
25-11-2016 12:11,2030,Bread,afternoon,weekday
25-11-2016 12:12,2031,Coffee,afternoon,weekday
25-11-2016 12:12,2031,Bread,afternoon,weekday
25-11-2016 12:21,2033,Coffee,afternoon,weekday
25-11-2016 12:27,2034,Tea,afternoon,weekday
25-11-2016 12:28,2035,Sandwich,afternoon,weekday
25-11-2016 12:28,2035,Bread,afternoon,weekday
25-11-2016 12:42,2036,Tea,afternoon,weekday
25-11-2016 12:42,2036,Art Tray,afternoon,weekday
25-11-2016 12:44,2037,Bread,afternoon,weekday
25-11-2016 12:52,2038,Coffee,afternoon,weekday
25-11-2016 12:52,2038,Cake,afternoon,weekday
25-11-2016 12:55,2039,Mineral water,afternoon,weekday
25-11-2016 12:55,2039,Coffee,afternoon,weekday
25-11-2016 12:56,2040,Mineral water,afternoon,weekday
25-11-2016 12:58,2041,Tartine,afternoon,weekday
25-11-2016 13:02,2042,Coffee,afternoon,weekday
25-11-2016 13:04,2043,Bread,afternoon,weekday
25-11-2016 13:04,2043,Coffee,afternoon,weekday
25-11-2016 13:07,2044,Bread,afternoon,weekday
25-11-2016 13:12,2045,Hot chocolate,afternoon,weekday
25-11-2016 13:12,2045,Bread,afternoon,weekday
25-11-2016 13:12,2045,Sandwich,afternoon,weekday
25-11-2016 13:38,2048,Juice,afternoon,weekday
25-11-2016 13:40,2049,Bread,afternoon,weekday
25-11-2016 13:57,2050,Mineral water,afternoon,weekday
25-11-2016 14:13,2051,Sandwich,afternoon,weekday
25-11-2016 14:13,2051,Bread,afternoon,weekday
25-11-2016 14:13,2051,Jam,afternoon,weekday
25-11-2016 14:14,2052,Coffee,afternoon,weekday
25-11-2016 14:14,2052,Sandwich,afternoon,weekday
25-11-2016 14:14,2052,Bread,afternoon,weekday
25-11-2016 14:32,2053,Tea,afternoon,weekday
25-11-2016 14:33,2054,Tea,afternoon,weekday
25-11-2016 14:48,2055,Bread,afternoon,weekday
25-11-2016 14:48,2055,Pastry,afternoon,weekday
25-11-2016 15:31,2057,Coffee,afternoon,weekday
25-11-2016 15:31,2057,Tea,afternoon,weekday
25-11-2016 15:31,2058,Bread,afternoon,weekday
25-11-2016 15:31,2058,Brownie,afternoon,weekday
25-11-2016 15:53,2059,Alfajores,afternoon,weekday
25-11-2016 15:53,2059,Alfajores,afternoon,weekday
25-11-2016 15:53,2059,Bread,afternoon,weekday
25-11-2016 16:02,2061,Coffee,afternoon,weekday
25-11-2016 16:02,2061,Medialuna,afternoon,weekday
25-11-2016 16:07,2062,Medialuna,afternoon,weekday
25-11-2016 16:16,2063,Coffee,afternoon,weekday
25-11-2016 16:16,2063,Bread,afternoon,weekday
25-11-2016 16:16,2063,Pastry,afternoon,weekday
25-11-2016 16:16,2063,Medialuna,afternoon,weekday
25-11-2016 17:10,2065,Tea,evening,weekday
25-11-2016 17:10,2065,Alfajores,evening,weekday
25-11-2016 17:10,2065,Cake,evening,weekday
25-11-2016 17:12,2066,Tea,evening,weekday
25-11-2016 17:12,2066,Brownie,evening,weekday
25-11-2016 17:12,2066,Alfajores,evening,weekday
25-11-2016 17:12,2066,Pastry,evening,weekday
25-11-2016 17:12,2066,Bread,evening,weekday
25-11-2016 17:15,2067,Medialuna,evening,weekday
25-11-2016 17:15,2067,Pastry,evening,weekday
25-11-2016 17:19,2068,Brownie,evening,weekday
26-11-2016 08:29,2069,Bread,morning,weekend
26-11-2016 08:47,2070,Coffee,morning,weekend
26-11-2016 08:50,2071,Bread,morning,weekend
26-11-2016 08:50,2071,Coffee,morning,weekend
26-11-2016 08:50,2071,Bread,morning,weekend
26-11-2016 09:03,2072,Bread,morning,weekend
26-11-2016 09:15,2073,Bread,morning,weekend
26-11-2016 09:15,2073,Coffee,morning,weekend
26-11-2016 09:15,2073,Medialuna,morning,weekend
26-11-2016 09:27,2074,Bread,morning,weekend
26-11-2016 09:28,2075,Bread,morning,weekend
26-11-2016 09:32,2076,Pastry,morning,weekend
26-11-2016 09:52,2077,Bread,morning,weekend
26-11-2016 09:55,2078,Farm House,morning,weekend
26-11-2016 09:57,2079,Medialuna,morning,weekend
26-11-2016 09:57,2079,Scandinavian,morning,weekend
26-11-2016 09:57,2079,Coffee,morning,weekend
26-11-2016 10:05,2080,Coffee,morning,weekend
26-11-2016 10:08,2081,Coffee,morning,weekend
26-11-2016 10:18,2082,Bread,morning,weekend
26-11-2016 10:18,2082,Medialuna,morning,weekend
26-11-2016 10:20,2083,Cake,morning,weekend
26-11-2016 10:22,2084,Muffin,morning,weekend
26-11-2016 10:22,2084,Coffee,morning,weekend
26-11-2016 10:23,2085,Bread,morning,weekend
26-11-2016 10:24,2086,Scandinavian,morning,weekend
26-11-2016 10:27,2087,Muffin,morning,weekend
26-11-2016 10:30,2088,Scandinavian,morning,weekend
26-11-2016 10:31,2089,Coffee,morning,weekend
26-11-2016 10:32,2090,Bread,morning,weekend
26-11-2016 10:33,2091,Bread,morning,weekend
26-11-2016 10:35,2092,Coffee,morning,weekend
26-11-2016 10:35,2092,Medialuna,morning,weekend
26-11-2016 10:36,2093,Bread,morning,weekend
26-11-2016 10:40,2094,Medialuna,morning,weekend
26-11-2016 10:40,2094,Bread,morning,weekend
26-11-2016 10:40,2094,Tea,morning,weekend
26-11-2016 10:40,2094,Coffee,morning,weekend
26-11-2016 10:42,2095,Bread,morning,weekend
26-11-2016 10:47,2096,Cake,morning,weekend
26-11-2016 10:47,2096,Muffin,morning,weekend
26-11-2016 10:47,2096,Muffin,morning,weekend
26-11-2016 10:47,2096,Jam,morning,weekend
26-11-2016 10:48,2097,Bread,morning,weekend
26-11-2016 10:48,2097,Pastry,morning,weekend
26-11-2016 10:51,2098,Coffee,morning,weekend
26-11-2016 10:56,2099,Coffee,morning,weekend
26-11-2016 10:57,2100,Scandinavian,morning,weekend
26-11-2016 10:59,2101,Scandinavian,morning,weekend
26-11-2016 11:01,2102,Pastry,morning,weekend
26-11-2016 11:01,2102,Medialuna,morning,weekend
26-11-2016 11:01,2102,Coffee,morning,weekend
26-11-2016 11:02,2103,Medialuna,morning,weekend
26-11-2016 11:02,2103,Pastry,morning,weekend
26-11-2016 11:02,2103,Bread,morning,weekend
26-11-2016 11:02,2103,Coffee,morning,weekend
26-11-2016 11:06,2104,Medialuna,morning,weekend
26-11-2016 11:06,2104,Bread,morning,weekend
26-11-2016 11:15,2105,Coffee,morning,weekend
26-11-2016 11:15,2105,Tea,morning,weekend
26-11-2016 11:15,2105,Pastry,morning,weekend
26-11-2016 11:17,2106,Coffee,morning,weekend
26-11-2016 11:27,2107,Juice,morning,weekend
26-11-2016 11:34,2108,Coffee,morning,weekend
26-11-2016 11:34,2108,Coffee,morning,weekend
26-11-2016 11:39,2109,Muffin,morning,weekend
26-11-2016 11:39,2109,Cake,morning,weekend
26-11-2016 11:39,2109,Pastry,morning,weekend
26-11-2016 11:39,2109,Tea,morning,weekend
26-11-2016 11:39,2109,Coffee,morning,weekend
26-11-2016 11:39,2109,Coffee,morning,weekend
26-11-2016 11:40,2110,Hot chocolate,morning,weekend
26-11-2016 11:47,2111,Muffin,morning,weekend
26-11-2016 11:53,2112,Tartine,morning,weekend
26-11-2016 11:53,2112,Juice,morning,weekend
26-11-2016 11:53,2112,Bread,morning,weekend
26-11-2016 11:53,2112,Coffee,morning,weekend
26-11-2016 11:55,2113,Coffee,morning,weekend
26-11-2016 11:55,2113,Fudge,morning,weekend
26-11-2016 12:00,2114,Coffee,afternoon,weekend
26-11-2016 12:00,2114,Bread,afternoon,weekend
26-11-2016 12:13,2115,Bread,afternoon,weekend
26-11-2016 12:16,2116,Coffee,afternoon,weekend
26-11-2016 12:16,2116,Tea,afternoon,weekend
26-11-2016 12:18,2117,Coffee,afternoon,weekend
26-11-2016 12:18,2117,Sandwich,afternoon,weekend
26-11-2016 12:30,2118,Coffee,afternoon,weekend
26-11-2016 12:30,2118,Coke,afternoon,weekend
26-11-2016 12:30,2118,Sandwich,afternoon,weekend
26-11-2016 12:33,2119,Scandinavian,afternoon,weekend
26-11-2016 12:33,2120,Tea,afternoon,weekend
26-11-2016 12:33,2120,Muffin,afternoon,weekend
26-11-2016 12:35,2121,Bread,afternoon,weekend
26-11-2016 12:35,2121,Scandinavian,afternoon,weekend
26-11-2016 12:58,2122,Coffee,afternoon,weekend
26-11-2016 12:58,2122,Coffee,afternoon,weekend
26-11-2016 13:11,2123,Coffee,afternoon,weekend
26-11-2016 13:11,2123,The Nomad,afternoon,weekend
26-11-2016 13:11,2123,Tartine,afternoon,weekend
26-11-2016 13:12,2124,Coffee,afternoon,weekend
26-11-2016 13:12,2124,Coffee,afternoon,weekend
26-11-2016 13:12,2124,Sandwich,afternoon,weekend
26-11-2016 13:13,2125,Coffee,afternoon,weekend
26-11-2016 13:13,2125,Alfajores,afternoon,weekend
26-11-2016 13:17,2126,Coffee,afternoon,weekend
26-11-2016 13:17,2126,Tea,afternoon,weekend
26-11-2016 13:20,2127,Scandinavian,afternoon,weekend
26-11-2016 13:21,2128,Bread,afternoon,weekend
26-11-2016 13:23,2129,Mineral water,afternoon,weekend
26-11-2016 13:29,2130,Alfajores,afternoon,weekend
26-11-2016 13:29,2130,Muffin,afternoon,weekend
26-11-2016 13:29,2130,Cake,afternoon,weekend
26-11-2016 13:32,2131,Tea,afternoon,weekend
26-11-2016 13:33,2132,Bread,afternoon,weekend
26-11-2016 13:41,2133,Bread,afternoon,weekend
26-11-2016 13:45,2134,Scandinavian,afternoon,weekend
26-11-2016 13:57,2135,Coffee,afternoon,weekend
26-11-2016 13:57,2135,Bread,afternoon,weekend
26-11-2016 13:57,2135,Sandwich,afternoon,weekend
26-11-2016 14:09,2136,Hot chocolate,afternoon,weekend
26-11-2016 14:09,2136,Tea,afternoon,weekend
26-11-2016 14:13,2137,Muffin,afternoon,weekend
26-11-2016 14:14,2138,Sandwich,afternoon,weekend
26-11-2016 14:14,2138,Coffee,afternoon,weekend
26-11-2016 14:22,2140,Bread,afternoon,weekend
26-11-2016 14:25,2141,Muffin,afternoon,weekend
26-11-2016 14:25,2141,Coffee,afternoon,weekend
26-11-2016 14:27,2142,Coffee,afternoon,weekend
26-11-2016 14:27,2142,Coffee,afternoon,weekend
26-11-2016 14:27,2142,Pastry,afternoon,weekend
26-11-2016 14:27,2142,Cake,afternoon,weekend
26-11-2016 14:29,2143,Tea,afternoon,weekend
26-11-2016 14:29,2143,Hot chocolate,afternoon,weekend
26-11-2016 14:29,2143,Cookies,afternoon,weekend
26-11-2016 14:29,2143,Cake,afternoon,weekend
26-11-2016 14:38,2144,Cake,afternoon,weekend
26-11-2016 14:47,2145,Sandwich,afternoon,weekend
26-11-2016 14:47,2145,Bread,afternoon,weekend
26-11-2016 14:54,2146,Bakewell,afternoon,weekend
26-11-2016 14:54,2146,Coffee,afternoon,weekend
26-11-2016 14:56,2147,Alfajores,afternoon,weekend
26-11-2016 14:56,2147,Bread,afternoon,weekend
26-11-2016 14:56,2147,Tea,afternoon,weekend
26-11-2016 15:31,2148,Sandwich,afternoon,weekend
26-11-2016 15:31,2148,Medialuna,afternoon,weekend
26-11-2016 15:31,2148,Tea,afternoon,weekend
26-11-2016 15:31,2148,Coffee,afternoon,weekend
26-11-2016 15:34,2149,Bread,afternoon,weekend
26-11-2016 15:34,2149,Tea,afternoon,weekend
26-11-2016 15:34,2149,Alfajores,afternoon,weekend
26-11-2016 15:34,2149,Medialuna,afternoon,weekend
26-11-2016 15:44,2150,Bread,afternoon,weekend
26-11-2016 15:44,2150,Muffin,afternoon,weekend
26-11-2016 15:44,2150,Coffee,afternoon,weekend
26-11-2016 15:46,2151,Hot chocolate,afternoon,weekend
26-11-2016 15:46,2151,Bread,afternoon,weekend
26-11-2016 15:46,2151,Muffin,afternoon,weekend
26-11-2016 15:46,2151,Coffee,afternoon,weekend
26-11-2016 15:46,2151,Pastry,afternoon,weekend
26-11-2016 16:07,2152,Tea,afternoon,weekend
26-11-2016 16:07,2152,Alfajores,afternoon,weekend
26-11-2016 16:08,2153,Bakewell,afternoon,weekend
26-11-2016 16:08,2153,Cake,afternoon,weekend
26-11-2016 16:19,2154,Focaccia,afternoon,weekend
26-11-2016 16:34,2155,Tea,afternoon,weekend
26-11-2016 16:34,2155,Pastry,afternoon,weekend
26-11-2016 16:34,2155,Bakewell,afternoon,weekend
26-11-2016 16:47,2156,Alfajores,afternoon,weekend
26-11-2016 16:47,2156,Alfajores,afternoon,weekend
26-11-2016 16:47,2156,Coffee,afternoon,weekend
26-11-2016 16:47,2156,Coffee,afternoon,weekend
26-11-2016 16:47,2156,Coffee,afternoon,weekend
26-11-2016 16:50,2157,Coffee,afternoon,weekend
26-11-2016 16:50,2157,Alfajores,afternoon,weekend
27-11-2016 09:28,2158,Coffee,morning,weekend
27-11-2016 09:28,2158,The Nomad,morning,weekend
27-11-2016 09:28,2158,Bread,morning,weekend
27-11-2016 09:54,2159,Coffee,morning,weekend
27-11-2016 09:58,2160,Coffee,morning,weekend
27-11-2016 09:58,2160,Jammie Dodgers,morning,weekend
27-11-2016 09:58,2160,Juice,morning,weekend
27-11-2016 09:59,2161,Medialuna,morning,weekend
27-11-2016 10:03,2162,Coffee,morning,weekend
27-11-2016 10:03,2162,Tea,morning,weekend
27-11-2016 10:03,2162,Juice,morning,weekend
27-11-2016 10:03,2162,Smoothies,morning,weekend
27-11-2016 10:03,2162,Jammie Dodgers,morning,weekend
27-11-2016 10:03,2162,Muffin,morning,weekend
27-11-2016 10:03,2162,Juice,morning,weekend
27-11-2016 10:03,2162,Bakewell,morning,weekend
27-11-2016 10:05,2163,Cake,morning,weekend
27-11-2016 10:05,2163,Pastry,morning,weekend
27-11-2016 10:08,2164,Coffee,morning,weekend
27-11-2016 10:08,2164,Brownie,morning,weekend
27-11-2016 10:10,2165,Juice,morning,weekend
27-11-2016 10:10,2165,Jammie Dodgers,morning,weekend
27-11-2016 10:23,2166,Coffee,morning,weekend
27-11-2016 10:27,2167,Coffee,morning,weekend
27-11-2016 10:27,2167,Bakewell,morning,weekend
27-11-2016 10:34,2168,Bread,morning,weekend
27-11-2016 10:34,2168,Tea,morning,weekend
27-11-2016 10:34,2168,Pastry,morning,weekend
27-11-2016 10:48,2169,Bread,morning,weekend
27-11-2016 10:48,2169,Coffee,morning,weekend
27-11-2016 10:48,2169,Bread,morning,weekend
27-11-2016 10:48,2169,Hot chocolate,morning,weekend
27-11-2016 10:51,2170,Pastry,morning,weekend
27-11-2016 10:51,2170,Coffee,morning,weekend
27-11-2016 10:51,2170,Hot chocolate,morning,weekend
27-11-2016 10:53,2171,Bread,morning,weekend
27-11-2016 10:53,2171,Bread,morning,weekend
27-11-2016 10:53,2171,Coffee,morning,weekend
27-11-2016 10:55,2172,Alfajores,morning,weekend
27-11-2016 10:55,2172,Pastry,morning,weekend
27-11-2016 10:59,2173,Bread,morning,weekend
27-11-2016 11:02,2174,Coffee,morning,weekend
27-11-2016 11:02,2174,Hot chocolate,morning,weekend
27-11-2016 11:02,2174,Muffin,morning,weekend
27-11-2016 11:08,2175,Bread,morning,weekend
27-11-2016 11:08,2175,Coffee,morning,weekend
27-11-2016 11:08,2175,Coffee,morning,weekend
27-11-2016 11:08,2175,Smoothies,morning,weekend
27-11-2016 11:08,2175,Pastry,morning,weekend
27-11-2016 11:14,2176,Brownie,morning,weekend
27-11-2016 11:14,2176,Hot chocolate,morning,weekend
27-11-2016 11:14,2176,Coffee,morning,weekend
27-11-2016 11:17,2177,Tartine,morning,weekend
27-11-2016 11:17,2177,Hearty & Seasonal,morning,weekend
27-11-2016 11:17,2178,Fudge,morning,weekend
27-11-2016 11:18,2179,Bread,morning,weekend
27-11-2016 11:20,2180,Coffee,morning,weekend
27-11-2016 11:21,2181,Coffee,morning,weekend
27-11-2016 11:21,2181,Keeping It Local,morning,weekend
27-11-2016 11:23,2182,Coffee,morning,weekend
27-11-2016 11:23,2182,Tea,morning,weekend
27-11-2016 11:23,2182,Medialuna,morning,weekend
27-11-2016 11:25,2183,Medialuna,morning,weekend
27-11-2016 11:25,2183,Jammie Dodgers,morning,weekend
27-11-2016 11:25,2183,Tea,morning,weekend
27-11-2016 11:25,2183,Hot chocolate,morning,weekend
27-11-2016 11:25,2183,Muffin,morning,weekend
27-11-2016 11:27,2184,Coffee,morning,weekend
27-11-2016 11:28,2185,Coffee,morning,weekend
27-11-2016 11:28,2185,Keeping It Local,morning,weekend
27-11-2016 11:30,2186,Coffee,morning,weekend
27-11-2016 11:30,2186,Medialuna,morning,weekend
27-11-2016 11:30,2186,Coffee,morning,weekend
27-11-2016 11:32,2187,Bread,morning,weekend
27-11-2016 11:32,2187,Hot chocolate,morning,weekend
27-11-2016 11:32,2187,Medialuna,morning,weekend
27-11-2016 11:36,2188,Bread,morning,weekend
27-11-2016 11:42,2189,Bread,morning,weekend
27-11-2016 11:49,2190,Muffin,morning,weekend
27-11-2016 11:49,2190,Muffin,morning,weekend
27-11-2016 11:49,2190,Brownie,morning,weekend
27-11-2016 11:49,2190,Alfajores,morning,weekend
27-11-2016 11:49,2190,Hot chocolate,morning,weekend
27-11-2016 11:49,2190,Coffee,morning,weekend
27-11-2016 11:49,2190,Coffee,morning,weekend
27-11-2016 11:55,2191,Pastry,morning,weekend
27-11-2016 11:59,2192,Brownie,morning,weekend
27-11-2016 11:59,2192,Coffee,morning,weekend
27-11-2016 12:15,2193,Jammie Dodgers,afternoon,weekend
27-11-2016 12:16,2194,Coffee,afternoon,weekend
27-11-2016 12:16,2194,Hearty & Seasonal,afternoon,weekend
27-11-2016 12:21,2195,Art Tray,afternoon,weekend
27-11-2016 12:21,2195,Hearty & Seasonal,afternoon,weekend
27-11-2016 12:21,2195,Hearty & Seasonal,afternoon,weekend
27-11-2016 12:21,2195,Tea,afternoon,weekend
27-11-2016 12:21,2195,Coffee,afternoon,weekend
27-11-2016 12:30,2196,Coffee,afternoon,weekend
27-11-2016 12:30,2196,Coffee,afternoon,weekend
27-11-2016 12:30,2196,Coffee,afternoon,weekend
27-11-2016 12:30,2196,Alfajores,afternoon,weekend
27-11-2016 12:30,2196,Brownie,afternoon,weekend
27-11-2016 12:35,2197,Coffee,afternoon,weekend
27-11-2016 12:35,2197,Coffee,afternoon,weekend
27-11-2016 12:35,2197,Medialuna,afternoon,weekend
27-11-2016 12:35,2197,Hearty & Seasonal,afternoon,weekend
27-11-2016 12:45,2198,Coffee,afternoon,weekend
27-11-2016 12:45,2198,Bread,afternoon,weekend
27-11-2016 12:45,2198,Farm House,afternoon,weekend
27-11-2016 12:52,2199,Farm House,afternoon,weekend
27-11-2016 12:56,2200,Coffee,afternoon,weekend
27-11-2016 12:56,2200,Tea,afternoon,weekend
27-11-2016 12:56,2200,Cake,afternoon,weekend
27-11-2016 12:58,2201,Hearty & Seasonal,afternoon,weekend
27-11-2016 12:58,2201,Tea,afternoon,weekend
27-11-2016 13:15,2202,Hot chocolate,afternoon,weekend
27-11-2016 13:15,2202,Coffee,afternoon,weekend
27-11-2016 13:15,2202,Coffee,afternoon,weekend
27-11-2016 13:16,2203,Bakewell,afternoon,weekend
27-11-2016 13:16,2203,Cake,afternoon,weekend
27-11-2016 13:38,2204,Coffee,afternoon,weekend
27-11-2016 13:38,2204,Hearty & Seasonal,afternoon,weekend
27-11-2016 13:44,2205,Coffee,afternoon,weekend
27-11-2016 13:44,2205,Muffin,afternoon,weekend
27-11-2016 13:46,2206,Cake,afternoon,weekend
27-11-2016 13:46,2206,Brownie,afternoon,weekend
27-11-2016 14:00,2207,Coffee,afternoon,weekend
27-11-2016 14:00,2207,Coffee,afternoon,weekend
27-11-2016 14:00,2207,Sandwich,afternoon,weekend
27-11-2016 14:00,2207,Bakewell,afternoon,weekend
27-11-2016 14:00,2207,Cookies,afternoon,weekend
27-11-2016 14:00,2207,Art Tray,afternoon,weekend
27-11-2016 14:00,2208,Bakewell,afternoon,weekend
27-11-2016 14:32,2209,Coffee,afternoon,weekend
27-11-2016 14:42,2210,Coffee,afternoon,weekend
27-11-2016 14:42,2210,Coffee,afternoon,weekend
27-11-2016 14:42,2210,Medialuna,afternoon,weekend
27-11-2016 14:42,2210,Cookies,afternoon,weekend
27-11-2016 14:45,2211,Alfajores,afternoon,weekend
27-11-2016 14:45,2211,Cake,afternoon,weekend
27-11-2016 14:45,2211,Coffee,afternoon,weekend
27-11-2016 14:45,2211,Coffee,afternoon,weekend
27-11-2016 14:46,2212,Fudge,afternoon,weekend
27-11-2016 15:37,2213,Mineral water,afternoon,weekend
27-11-2016 15:43,2214,Brownie,afternoon,weekend
