cleaner, sausage, tropical fruit, whole milk, citrus fruit, onions, other vegetables, berries, hamburger meat, hamburger meat, other vegetables, hamburger meat, bottled water, butter, yogurt, yogurt, waffles, soda, sliced cheese, curd, specialty chocolate, shopping bags, bottled water, other vegetables, flower (seeds), coffee, whipped/sour cream, yogurt, whipped/sour cream, frozen potato products, candles, yogurt, bottled beer, Instant food products, frozen vegetables, shopping bags, frozen vegetables, whole milk, brown bread, bottled water, soda, frozen vegetables, Instant food products, domestic eggs, waffles, dishes, chocolate, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack, sausage, hamburger meat, pork, root vegetables, berries, other vegetables, tropical fruit, whole milk, sugar, chicken, whole milk, hard cheese, root vegetables, ham, yogurt, domestic eggs, root vegetables, tropical fruit, soda, chocolate, brown bread, bottled water, frozen fruits, white bread, pastry, sparkling wine, sliced cheese, citrus fruit, shopping bags, frozen vegetables, specialty bar, rolls/buns, UHT-milk, yogurt, waffles, beverages, rolls/buns, waffles, whipped/sour cream, pastry, cake bar, cat food, oil, newspapers, frozen fish, bottled beer, napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda, onions, yogurt, butter, hard cheese, cat food, sausage, soda, pastry, beef, margarine, waffles, ice cream, whole milk, citrus fruit, frankfurter, brown bread, tropical fruit, chicken, citrus fruit, tropical fruit, margarine, other vegetables, detergent, chicken, margarine, soda, rolls/buns, beverages, soda, whole milk, other vegetables, sparkling wine, butter, sugar, pet care, yogurt, hard cheese, sliced cheese, whipped/sour cream, berries, whole milk, rolls/buns, root vegetables, hamburger meat, whole milk, sauces, roll products , zwieback, zwieback, dishes, pastry, rolls/buns, shopping bags, bottled water, sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, sausage, flower (seeds), soda, yogurt, rolls/buns, whole milk, whole milk, other vegetables, whole milk, pickled vegetables, rolls/buns, root vegetables, rolls/buns, yogurt, shopping bags, sliced cheese, bottled water, coffee, sliced cheese, shopping bags, bottled water, hygiene articles, pickled vegetables, pastry, curd cheese, frozen vegetables, soft cheese, soda, rolls/buns, canned fruit, butter milk, brown bread, soups, house keeping products, sugar, fruit/vegetable juice, misc. beverages, newspapers, frozen vegetables, honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, brown bread, frankfurter, pork, beef, sausage, beverages, pork, ham, yogurt, bottled beer, frozen meals, other vegetables, pip fruit, ice cream, chicken, sausage, whole milk, other vegetables, grapes, whole milk, whole milk, tropical fruit, rolls/buns, citrus fruit, curd, bottled beer, yogurt, coffee, curd, semi-finished bread, light bulbs, oil, frozen potato products, other vegetables, rolls/buns, tropical fruit, butter, root vegetables, coffee, canned beer, domestic eggs, chocolate, spread cheese, frozen fish, yogurt, whole milk, yogurt, rolls/buns, fruit/vegetable juice, whipped/sour cream, rolls/buns, house keeping products, liquor (appetizer), semi-finished bread, white bread, curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread, semi-finished bread, chicken, female sanitary products, mayonnaise, packaged fruit/vegetables, butter milk, other vegetables, whole milk, roll products , other vegetables, whipped/sour cream, fruit/vegetable juice, hamburger meat, whole milk, curd cheese, Instant food products, bottled beer, soda, whole milk, white wine, whipped/sour cream, shopping bags, liquor (appetizer), rolls/buns, other vegetables, brown bread, whole milk, fruit/vegetable juice, yogurt, rolls/buns, margarine, newspapers, oil, bottled beer, pastry, rolls/buns, red/blush wine, whipped/sour cream, cat food, shopping bags, grapes, bottled water, waffles, flour, pickled vegetables, newspapers, pastry, margarine, bottled water, soda, brown bread, hygiene articles, margarine, seasonal products, hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water, whole milk, root vegetables, tropical fruit, beef, coffee, citrus fruit, misc. beverages, spread cheese, ice cream, whole milk, coffee, cat food, whole milk, herbs, instant coffee, chicken, seasonal products, tropical fruit, root vegetables, frozen vegetables, soda, butter, soda, citrus fruit, soda, other vegetables, rolls/buns, specialty fat, domestic eggs, newspapers, frozen meals, yogurt, tropical fruit, whole milk, flour, misc. beverages, whole milk, cling film/bags, fruit/vegetable juice, brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, salty snack, root vegetables, pork, bottled water, soda, whole milk, specialty chocolate, root vegetables, root vegetables, rice, other vegetables, whole milk, canned beer, napkins, ice cream, root vegetables, domestic eggs, whole milk, specialty chocolate, fruit/vegetable juice, domestic eggs, abrasive cleaner, frozen fish, other vegetables, shopping bags, margarine, dish cleaner, frozen meals, butter milk, sliced cheese, brown bread, cream cheese , frozen dessert, yogurt, whipped/sour cream, dishes, flour, pickled vegetables, margarine, seasonal products, specialty chocolate, canned beer, chewing gum, sugar, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, whole milk, red/blush wine, beef, hamburger meat, beverages, ham, other vegetables, citrus fruit, other vegetables, cake bar, curd, hard cheese, pork, cream cheese , whole milk, cake bar, cream cheese , yogurt, sugar, spread cheese, frozen meals, candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry, UHT-milk, citrus fruit, bottled water, whole milk, UHT-milk, sausage, butter, pip fruit, other vegetables, UHT-milk, pastry, misc. beverages, mayonnaise, canned beer, meat, seasonal products, tropical fruit, curd, whole milk, curd, yogurt, grapes, yogurt, bottled beer, processed cheese, waffles, long life bakery product, rolls/buns, yogurt, whole milk, bottled water, frozen meals, bottled water, curd, margarine, coffee, shopping bags, pastry, yogurt, pot plants, UHT-milk, shopping bags, whole milk, whole milk, photo/film, pickled vegetables, tropical fruit, chocolate marshmallow, male cosmetics, whole milk, cling film/bags, rolls/buns, dental care, newspapers, baking powder, white bread, chocolate, cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, yogurt, UHT-milk, white bread, pip fruit, frankfurter, citrus fruit, whole milk, butter milk, tropical fruit, fruit/vegetable juice, frankfurter, dessert, oil, chicken, butter milk, sausage, citrus fruit, coffee, whole milk, bottled water, packaged fruit/vegetables, newspapers, whole milk, nuts/prunes, soda, butter, pastry, yogurt, UHT-milk, other vegetables, candy, yogurt, whole milk, yogurt, brown bread, white wine, yogurt, frozen vegetables, cream cheese , long life bakery product, hygiene articles, hygiene articles, canned beer, jam, mustard, salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water, dessert, soda, bottled beer, nut snack, waffles, salty snack, beef, whole milk, white bread, soda, chocolate, nut snack, other vegetables, rolls/buns, margarine, domestic eggs, canned beer, rolls/buns, butter, hard cheese, bottled water, salty snack, roll products , beverages, bottled water, soft cheese, brown bread, chewing gum, yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, rolls/buns, canned beer, pork, bottled beer, pork, sausage, butter milk, root vegetables, bottled water, misc. beverages, shopping bags, root vegetables, hamburger meat, sausage, soda, pork, pork, root vegetables, sugar, tropical fruit, ice cream, other vegetables, pork, frankfurter, soda, margarine, sausage, root vegetables, meat, pip fruit, whole milk, frankfurter, pasta, salty snack, sausage, whole milk, berries, ice cream, whole milk, citrus fruit, rolls/buns, other vegetables, whole milk, beverages, whipped/sour cream, specialty bar, onions, root vegetables, cream cheese , whole milk, curd, root vegetables, whole milk, whole milk, other vegetables, pip fruit, seasonal products, soda, shopping bags, rolls/buns, pip fruit, whole milk, other vegetables, other vegetables, liquor (appetizer), dessert, frozen potato products, rolls/buns, processed cheese, potato products, red/blush wine, rolls/buns, chewing gum, citrus fruit, bottled beer, rolls/buns, shopping bags, cream cheese , frozen vegetables, whole milk, coffee, shopping bags, other vegetables, brown bread,,,,,,,,,,,
frankfurter, sausage, pastry, chicken, red/blush wine, newspapers, tropical fruit, other vegetables, dessert, whole milk, cat food, tropical fruit, rolls/buns, napkins, whole milk, UHT-milk, meat, domestic eggs, specialty cheese, other vegetables, misc. beverages, domestic eggs, yogurt, domestic eggs, whole milk, yogurt, root vegetables, whipped/sour cream, dessert, cream cheese , whole milk, rolls/buns, cream cheese , whipped/sour cream, domestic eggs, shopping bags, shopping bags, instant coffee, whipped/sour cream, chocolate, artif. sweetener, shopping bags, hygiene articles, yogurt, chocolate marshmallow, specialty bar, rolls/buns, salty snack, domestic eggs, cake bar, domestic eggs, whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, bottled water, frankfurter, root vegetables, ham, misc. beverages, whole milk, citrus fruit, root vegetables, chicken, pip fruit, misc. beverages, tropical fruit, frankfurter, tropical fruit, sausage, whole milk, whole milk, bottled beer, whole milk, frankfurter, canned beer, pastry, whole milk, domestic eggs, tropical fruit, rolls/buns, yogurt, whole milk, cream cheese , pip fruit, soda, soda, sweet spreads, ice cream, pasta, tea, frozen meals, instant coffee, rolls/buns, frozen potato products, butter, coffee, long life bakery product, beef, fruit/vegetable juice, chewing gum, whole milk, bottled water, other vegetables, shopping bags, margarine, skin care, white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter, other vegetables, semi-finished bread, cat food, grapes, soda, bottled beer, turkey, sausage, bottled beer, root vegetables, whole milk, other vegetables, chicken, hamburger meat, citrus fruit, white bread, skin care, rolls/buns, domestic eggs, whipped/sour cream, instant coffee, canned vegetables, kitchen towels, whipped/sour cream, soda, hard cheese, bottled beer, whole milk, coffee, hygiene articles, shopping bags, whipped/sour cream, waffles, chocolate, domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, coffee, cream cheese , red/blush wine, sausage, other vegetables, frankfurter, pork, oil, pork, whole milk, turkey, citrus fruit, beef, citrus fruit, whipped/sour cream, rolls/buns, soft cheese, citrus fruit, tidbits, yogurt, pip fruit, yogurt, whole milk, oil, chocolate marshmallow, specialty cheese, detergent, jam, other vegetables, whole milk, other vegetables, white bread, soda, red/blush wine, canned beer, UHT-milk, male cosmetics, bottled beer, whipped/sour cream, beverages, whipped/sour cream, soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit, hamburger meat, bottled beer, dessert, whole milk, shopping bags, brown bread, whole milk, frozen fish, hamburger meat, sugar, rolls/buns, citrus fruit, root vegetables, other vegetables, other vegetables, canned beer, chicken, root vegetables, hamburger meat, red/blush wine, whipped/sour cream, soda, other vegetables, whole milk, pickled vegetables, margarine, yogurt, pip fruit, margarine, rolls/buns, coffee, shopping bags, specialty bar, candy, frozen fish, other vegetables, bottled water, flower soil/fertilizer, chocolate, bottled beer, sugar, curd, salty snack, cereals, long life bakery product, coffee, chewing gum, male cosmetics, canned beer, other vegetables, bottled water, cat food, condensed milk, chewing gum, bottled beer, napkins, misc. beverages, soda, shopping bags, coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, ice cream, UHT-milk, soda, bottled water, root vegetables, rolls/buns, canned beer, pork, whole milk, tropical fruit, cat food, pastry, whole milk, sausage, whole milk, other vegetables, citrus fruit, shopping bags, yogurt, semi-finished bread, pip fruit, pork, yogurt, specialty bar, fruit/vegetable juice, domestic eggs, rolls/buns, sweet spreads, sugar, curd, whole milk, waffles, butter milk, fruit/vegetable juice, sauces, margarine, tropical fruit, yogurt, margarine, other vegetables, butter milk, chocolate, napkins, domestic eggs, curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, domestic eggs, rolls/buns, whole milk, sausage, chicken, yogurt, tropical fruit, beef, tropical fruit, rolls/buns, yogurt, UHT-milk, root vegetables, soda, yogurt, napkins, canned fish, tropical fruit, dessert, kitchen towels, other vegetables, newspapers, yogurt, root vegetables, chocolate, soda, pot plants, pastry, white wine, berries, domestic eggs, salty snack, UHT-milk, salty snack, brown bread, jam, white bread, rolls/buns, shopping bags, shopping bags, rolls/buns, chocolate, margarine, artif. sweetener, mayonnaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor, chicken, citrus fruit, whole milk, pip fruit, napkins, soda, canned beer, tropical fruit, other vegetables, beef, yogurt, rolls/buns, waffles, whole milk, other vegetables, root vegetables, bottled water, misc. beverages, white bread, whole milk, brandy, citrus fruit, ham, rolls/buns, canned beer, other vegetables, frozen meals, napkins, butter milk, fruit/vegetable juice, beef, pickled vegetables, root vegetables, curd, butter, onions, pastry, bottled beer, salty snack, margarine, long life bakery product, shopping bags, cake bar, pot plants, mustard, canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries, frankfurter, citrus fruit, rolls/buns, root vegetables, whole milk, bottled water, pork, tropical fruit, dessert, tropical fruit, bottled water, other vegetables, beverages, sausage, other vegetables, whole milk, whole milk, soda, hard cheese, chocolate marshmallow, other vegetables, butter, curd, curd, other vegetables, bottled water, fruit/vegetable juice, sugar, domestic eggs, brown bread, fruit/vegetable juice, whipped/sour cream, soda, whole milk, pastry, red/blush wine, fruit/vegetable juice, bottled water, margarine, Instant food products, yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk, meat, butter, bottled water, tropical fruit, beef, soda, whole milk, pork, fruit/vegetable juice, rolls/buns, turkey, rolls/buns, coffee, grapes, domestic eggs, whole milk, whole milk, canned beer, curd, pork, ketchup, yogurt, rolls/buns, sugar, onions, pork, pork, frozen potato products, rolls/buns, margarine, flower (seeds), newspapers, whole milk, long life bakery product, yogurt, curd, pastry, whipped/sour cream, other vegetables, semi-finished bread, rolls/buns, other vegetables, hygiene articles, white wine, newspapers, margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer, whole milk, citrus fruit, newspapers, sausage, rolls/buns, root vegetables, butter milk, waffles, specialty bar, candy, whole milk, specialty chocolate, rolls/buns, ham, other vegetables, shopping bags, frozen meals, white bread, pasta, yogurt, root vegetables, soda, specialty chocolate, rolls/buns, baking powder, domestic eggs, canned fish, coffee, rolls/buns, canned fish, canned fish, fruit/vegetable juice, processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, pip fruit, whole milk, citrus fruit, chicken, bags, pip fruit, beverages, other vegetables, fruit/vegetable juice, chicken, chicken, frankfurter, soda, frozen meals, napkins, meat, onions, other vegetables, whole milk, chocolate, frankfurter, butter, root vegetables, yogurt, root vegetables, candy, other vegetables, yogurt, fruit/vegetable juice, pastry, cake bar, brown bread, pastry, margarine, mayonnaise, cream cheese , rolls/buns, frozen vegetables, hamburger meat, other vegetables, onions, soda, oil, butter, dental care, soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat, whole milk, sugar, nuts/prunes, frozen fruits, other vegetables, tropical fruit, frozen vegetables, tropical fruit, soda, curd, root vegetables, beverages, yogurt, salty snack, curd, butter, cream cheese , berries, pastry, citrus fruit, beef, root vegetables, other vegetables, coffee, curd, flour, canned beer, napkins, whole milk, pot plants, specialty fat, rolls/buns, frozen vegetables, condensed milk, flower (seeds), spices, butter milk, other vegetables, yogurt, rolls/buns, waffles, dish cleaner, popcorn, specialty cheese, ice cream, butter milk, pasta, whole milk, dishes, cling film/bags, bottled beer, light bulbs, frozen fish, butter, salty snack, soft cheese, curd cheese, pastry, cling film/bags, cream cheese , chocolate, butter milk, sugar, chocolate marshmallow, jam, frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns, UHT-milk, other vegetables, whipped/sour cream, chewing gum, frankfurter, root vegetables, canned beer, citrus fruit, beef, pet care, yogurt, meat, pork, frankfurter, turkey, tropical fruit, whole milk, sausage, frankfurter, whipped/sour cream, ham, chicken, other vegetables, tropical fruit, shopping bags, pot plants, frozen vegetables, bottled water, ice cream, tropical fruit, onions, bottled beer, other vegetables, UHT-milk, semi-finished bread, sugar, yogurt, whole milk, butter milk, bottled water, beef, sliced cheese, other vegetables, citrus fruit, bottled water, butter, butter, pastry, canned beer, soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt, pip fruit, frankfurter, frankfurter, processed cheese, other vegetables, sugar, other vegetables, yogurt, tropical fruit, hard cheese, hamburger meat, pork, meat, yogurt, soda, whole milk, coffee, pastry, whipped/sour cream, ketchup, whole milk, bottled beer, shopping bags, curd, pet care, pastry, napkins, brown bread, other vegetables, yogurt, yogurt, bottled water, sliced cheese, rolls/buns, semi-finished bread, waffles, soda, instant coffee, soda, domestic eggs, cleaner, red/blush wine, whipped/sour cream, waffles, brown bread, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer, canned beer, yogurt, root vegetables, chicken, beef, pork, dog food, rolls/buns, berries, dessert, frozen meals, liver loaf, sausage, ham, tropical fruit, pork, pork, roll products , root vegetables, chicken, sausage, brown bread, yogurt, yogurt, pip fruit, citrus fruit, cat food, waffles, pip fruit, white bread, whole milk, nut snack, dessert, pastry, processed cheese, roll products , butter, whole milk, pastry, white wine, male cosmetics, grapes, brown bread, yogurt, bottled water, margarine, sliced cheese, flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, pet care, other vegetables, rolls/buns, pip fruit, other vegetables, rolls/buns, tropical fruit, other vegetables, soda, onions, berries, dessert, newspapers, root vegetables, root vegetables, root vegetables, root vegetables, chicken, tropical fruit, whole milk, bottled water, bottled beer, white wine, bottled beer, soda, whipped/sour cream, beef, bottled beer, dessert, pip fruit, cake bar, salty snack, whole milk, oil, dishes, domestic eggs, napkins, brown bread, canned beer, frozen vegetables, pastry, roll products , long life bakery product, rolls/buns, soda, pip fruit, curd, rolls/buns, whole milk, sweet spreads, pickled vegetables, other vegetables, fruit/vegetable juice, margarine, chocolate, oil, margarine, brandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer, yogurt, onions, citrus fruit, soda, yogurt, sausage, sausage, other vegetables, butter, whole milk, other vegetables, finished products, instant coffee, pip fruit, sausage, whole milk, butter, soda, other vegetables, bottled beer, sausage, soda, salt, soda, pork, butter, hard cheese, whole milk, onions, curd, frozen dessert, canned beer, bottled beer, sliced cheese, pastry, frozen meals, nut snack, dog food, whole milk, margarine, cat food, waffles, chewing gum, yogurt, artif. sweetener, canned vegetables, soda, fruit/vegetable juice, hygiene articles, napkins, chocolate, mustard, meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda, sparkling wine, bottled water, soda, curd, pastry, chicken, root vegetables, sliced cheese, tropical fruit, cream cheese , pip fruit, red/blush wine, yogurt, whole milk, rolls/buns, rolls/buns, rolls/buns, specialty bar, other vegetables, fruit/vegetable juice, rice, baking powder, chocolate marshmallow, soda, napkins, shopping bags, shopping bags, chewing gum, cream cheese , butter, butter, soft cheese, salty snack, whole milk, fruit/vegetable juice, mustard, bottled beer, other vegetables, canned fish, fruit/vegetable juice, shopping bags, yogurt, hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables, whole milk, frankfurter, pork, whole milk, meat, citrus fruit, frozen dessert, bottled beer, sausage, rolls/buns, citrus fruit, tropical fruit, curd, whole milk, soda, other vegetables, sauces, rolls/buns, newspapers, canned beer, newspapers, long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, dessert, beef, whole milk, ham, beverages, other vegetables, whole milk, other vegetables, ice cream, citrus fruit, dessert, popcorn, pip fruit, processed cheese, whole milk, tropical fruit, newspapers, whole milk, other vegetables, specialty chocolate, pasta, spices, dessert, UHT-milk, sliced cheese, curd, domestic eggs, brown bread, fruit/vegetable juice, whole milk, butter, red/blush wine, root vegetables, whole milk, whipped/sour cream, flour, pastry, rolls/buns, yogurt, shopping bags, flour, whole milk, bottled beer, herbs, soda, ice cream, pickled vegetables, pasta, soda, sweet spreads, brown bread, domestic eggs, cream cheese , frozen fish, soda, fruit/vegetable juice, curd, hygiene articles, newspapers, pasta, cream cheese , detergent, rolls/buns, dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef, other vegetables, dessert, onions, soda, tropical fruit, canned beer, whipped/sour cream, liquor, meat, brown bread, pastry, beef, grapes, yogurt, pip fruit, tropical fruit, grapes, tropical fruit, canned beer, beverages, rolls/buns, whole milk, other vegetables, dishes, UHT-milk, specialty chocolate, cream, beverages, candy, cream cheese , other vegetables, salty snack, root vegetables, soda, frozen dessert, brown bread, flour, coffee, dishes, other vegetables, whipped/sour cream, chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, canned beer, rolls/buns, UHT-milk, UHT-milk, chicken, margarine, onions, chicken, canned beer, soda, white bread, soda, rolls/buns, oil, rolls/buns, baking powder, red/blush wine, soda, specialty vegetables, margarine, canned beer, pastry, frozen meals, bottled water, berries, coffee, frozen meals, frozen vegetables, coffee, jam, misc. beverages, flour, liquor (appetizer), white bread, shopping bags, yogurt, whole milk, whole milk, shopping bags, pastry, cat food, napkins, soda, pastry, long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage, pork, ice cream, citrus fruit, whole milk, canned beer, root vegetables, sausage, canned beer, other vegetables, kitchen towels, whole milk, newspapers, sausage, sausage, sausage, citrus fruit, coffee, pork, pastry, citrus fruit, rolls/buns, frankfurter, bottled water, hamburger meat, citrus fruit, sausage, sausage, dish cleaner, pork, brown bread, other vegetables, hamburger meat, citrus fruit, ham, whole milk, whole milk, semi-finished bread, baking powder, photo/film, coffee, citrus fruit, whole milk, root vegetables, UHT-milk, other vegetables, sliced cheese, whole milk, salt, fruit/vegetable juice, curd, berries, whole milk, bottled water, butter, coffee, mayonnaise, canned beer, white wine, newspapers, napkins, shopping bags, soda, hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, meat, tropical fruit, soda, pet care, seasonal products, butter, dessert, curd, citrus fruit, whole milk, newspapers, butter, ice cream, onions, photo/film, root vegetables, skin care, other vegetables, processed cheese, rolls/buns, other vegetables, whipped/sour cream, white bread, tea, cream cheese , rolls/buns, rolls/buns, frozen vegetables, coffee, yogurt, salty snack, newspapers, pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products, chicken, pastry, packaged fruit/vegetables, photo/film, soda, cream cheese , rolls/buns, citrus fruit, whole milk, butter, soda, sausage, salt, tropical fruit, whole milk, frankfurter, beef, sausage, fruit/vegetable juice, berries, cream cheese , bottled beer, pork, dishes, chewing gum, pastry, whole milk, hygiene articles, pastry, pastry, baking powder, root vegetables, curd, soda, hamburger meat, butter, soda, candy, zwieback, shopping bags, bottled beer, brown bread, rolls/buns, specialty cheese, fruit/vegetable juice, rolls/buns, domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer, other vegetables, waffles, butter milk, beef, bottled water, rolls/buns, tropical fruit, rolls/buns, finished products, root vegetables, liver loaf, root vegetables, white wine, whole milk, pip fruit, whole milk, sausage, other vegetables, pastry, curd, newspapers, rolls/buns, bottled water, cling film/bags, dessert, spread cheese, pastry, other vegetables, bottled water, margarine, whipped/sour cream, rolls/buns, bottled water, dog food, newspapers, beverages, butter milk, cream cheese , margarine, red/blush wine, pasta, pastry, margarine, salty snack, fruit/vegetable juice, soda, chewing gum, long life bakery product, bottled water, specialty bar, waffles, herbs, whole milk, chocolate marshmallow, domestic eggs, fruit/vegetable juice, fruit/vegetable juice, bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water, onions, ham, detergent, butter milk, pip fruit, meat, ice cream, UHT-milk, newspapers, other vegetables, sausage, frankfurter, whole milk, ham, yogurt, rolls/buns, frankfurter, frankfurter, other vegetables, hard cheese, sliced cheese, frankfurter, sausage, hamburger meat, curd, domestic eggs, tropical fruit, onions, butter milk, liquor (appetizer), packaged fruit/vegetables, rolls/buns, beef, bottled beer, beverages, whole milk, beef, ice cream, whole milk, canned vegetables, white bread, whole milk, soda, sugar, liquor, pip fruit, grapes, long life bakery product, canned fish, other vegetables, specialty cheese, white bread, baking powder, hygiene articles, specialty chocolate, detergent, curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk, soda, hamburger meat, onions, misc. beverages, citrus fruit, other vegetables, domestic eggs, domestic eggs, root vegetables, root vegetables, whole milk, other vegetables, coffee, cling film/bags, napkins, other vegetables, root vegetables, citrus fruit, rolls/buns, white wine, tropical fruit, curd, root vegetables, coffee, whole milk, toilet cleaner, pastry, other vegetables, cream cheese , whole milk, newspapers, whole milk, liquor, misc. beverages, canned vegetables, candy, other vegetables, other vegetables, butter milk, beverages, misc. beverages, pot plants, rolls/buns, rolls/buns, hygiene articles, salty snack, cream cheese , rolls/buns, pastry, candles, cat food, shopping bags, specialty chocolate, waffles, yogurt, shopping bags, mustard, whole milk, sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes, soda, potato products, rolls/buns, bottled water, frankfurter, chicken, sausage, hard cheese, frankfurter, canned beer, berries, bottled water, pork, salt, frankfurter, bottled beer, whole milk, citrus fruit, pastry, frankfurter, soda, butter, napkins, ham, newspapers, zwieback, other vegetables, canned beer, rolls/buns, whole milk, white bread, whole milk, butter milk, curd, other vegetables, cream cheese , fruit/vegetable juice, specialty chocolate, tropical fruit, yogurt, whole milk, whole milk, frozen meals, other vegetables, whole milk, snack products, pip fruit, hard cheese, whole milk, whole milk, other vegetables, long life bakery product, detergent, newspapers, long life bakery product, coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit, bottled beer, sausage, soda, frozen meals, pork, other vegetables, pip fruit, grapes, whole milk, curd, bottled beer, house keeping products, margarine, rolls/buns, whole milk, whole milk, whole milk, abrasive cleaner, coffee, red/blush wine, rolls/buns, whipped/sour cream, bottled beer, whipped/sour cream, candy, butter milk, brown bread, specialty bar, whipped/sour cream, frozen vegetables, newspapers, coffee, specialty chocolate, chocolate, dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter, soda, frankfurter, whole milk, photo/film, root vegetables, pip fruit, canned beer, cereals, chicken, nuts/prunes, citrus fruit, yogurt, whole milk, whole milk, citrus fruit, berries, sweet spreads, canned beer, beverages, pip fruit, whole milk, shopping bags, beef, napkins, pork, canned beer, flour, soda, newspapers, cream cheese , whole milk, other vegetables, pip fruit, house keeping products, specialty bar, pip fruit, butter milk, pip fruit, bottled beer, shopping bags, other vegetables, frozen vegetables, coffee, pastry, frozen vegetables, other vegetables, detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
